,Field,subject_id,workflow_id_x,task,reducer,data.stable,data.unsure,data.extended-blob,data.aggregation_version,data.transient-variable,data.artefact,Sum,transFrac,stableFrac,extendFrac,unsureFrac,arteFrac,T+U,project_id,workflow_id_y,subject_set_id,metadata,locations,classifications_count,retired_at,retirement_reason,created_at,updated_at,LC,RA_x,Dec_x,Image,runcat,date_obs,medianFlux(mJy),LCurl,Imageurl,eta,V,maxFlux,medFlux,avgFlux,coord_datapoints,newSource,RA_y,RA_err,Dec_y,Dec_err,t/v,Extended?,Notes,"ML? (<2"")",ML_r (arcsec),ML Notes
189,H1743,70793482,19109,T0,question_reducer,2,0,2,3.6.0,6,0,10,0.6,0.2,0.2,0,0,0.6,15976,19109,100068,"{""LC"":""1932_ra266.565_dec-32.234_H1743TraPDB_anderssonLC.png"",""RA"":""266.56520884065"",""Dec"":""-32.2338471649284"",""Image"":""1932_ra266.565_dec-32.234_H1743TraPDB_anderssonImage.png"",""runcat"":""1932"",""date_obs"":""2018-09-21T16:19:23.900"",""medianFlux(mJy)"":""0.424490070905778""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/da9ffb1f-4251-4b6e-a804-fe8e2dc4d2c2.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/83767237-12e6-4db9-bb66-67aa06b11736.png""}",10,2022-02-15 21:44:03 UTC,classification_count,2021-12-03 16:44:29 UTC,2021-12-03 16:44:29 UTC,1932_ra266.565_dec-32.234_H1743TraPDB_anderssonLC.png,266.5652088,-32.23384716,1932_ra266.565_dec-32.234_H1743TraPDB_anderssonImage.png,1932,2018-09-21T16:19:23.900,0.424490071,https://panoptes-uploads.zooniverse.org/subject_location/da9ffb1f-4251-4b6e-a804-fe8e2dc4d2c2.png,https://panoptes-uploads.zooniverse.org/subject_location/83767237-12e6-4db9-bb66-67aa06b11736.png,146.3497467,1.090257333,0.002156768,0.00042449,0.000722497,5,N,266.5650466,0.001243227,-32.23403722,0.001243227,1,0,H1743 itself,0,0,
194,H1743,70793565,19109,T0,question_reducer,4,1,1,3.6.0,4,0,10,0.4,0.4,0.1,0.1,0,0.5,15976,19109,100068,"{""LC"":""2045_ra266.151_dec-32.564_H1743TraPDB_anderssonLC.png"",""RA"":""266.151151549474"",""Dec"":""-32.5640488392362"",""Image"":""2045_ra266.151_dec-32.564_H1743TraPDB_anderssonImage.png"",""runcat"":""2045"",""date_obs"":""2018-10-27T12:09:06.800"",""medianFlux(mJy)"":""0.6086876028407505""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/4b6161fd-664b-4b17-8606-901e3cffea63.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/17d2a6be-1944-48e5-ad1d-64b3de5dab00.png""}",10,2022-02-17 12:49:03 UTC,classification_count,2021-12-03 16:44:53 UTC,2021-12-03 16:44:53 UTC,2045_ra266.151_dec-32.564_H1743TraPDB_anderssonLC.png,266.1511515,-32.56404884,2045_ra266.151_dec-32.564_H1743TraPDB_anderssonImage.png,2045,2018-10-27T12:09:06.800,0.608687603,https://panoptes-uploads.zooniverse.org/subject_location/4b6161fd-664b-4b17-8606-901e3cffea63.png,https://panoptes-uploads.zooniverse.org/subject_location/17d2a6be-1944-48e5-ad1d-64b3de5dab00.png,1.478794562,0.217837857,0.000946553,0.000608688,0.00067097,9,N,266.1510188,0.000926622,-32.56422917,0.000926622,1,0,,0,0,
208,H1743,70793663,19109,T0,question_reducer,4,0,0,3.6.0,4,1,9,0.444444444,0.444444444,0,0,0.111111111,0.444444444,15976,19109,100068,"{""LC"":""2224_ra266.671_dec-32.234_H1743TraPDB_anderssonLC.png"",""RA"":""266.670848332449"",""Dec"":""-32.2342761201381"",""Image"":""2224_ra266.671_dec-32.234_H1743TraPDB_anderssonImage.png"",""runcat"":""2224"",""date_obs"":""2018-10-19T14:03:57.000"",""medianFlux(mJy)"":""0.18470131300783296""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/ea1b7f2b-c6b1-4edc-8da6-b7ea1c45804c.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/6b5fed92-0fa5-4def-b24d-735a9a9b4754.png""}",10,2022-02-11 15:04:59 UTC,classification_count,2021-12-03 16:45:22 UTC,2021-12-03 16:45:22 UTC,2224_ra266.671_dec-32.234_H1743TraPDB_anderssonLC.png,266.6708483,-32.23427612,2224_ra266.671_dec-32.234_H1743TraPDB_anderssonImage.png,2224,2018-10-19T14:03:57.000,0.184701313,https://panoptes-uploads.zooniverse.org/subject_location/ea1b7f2b-c6b1-4edc-8da6-b7ea1c45804c.png,https://panoptes-uploads.zooniverse.org/subject_location/6b5fed92-0fa5-4def-b24d-735a9a9b4754.png,26.75337361,1.176687654,0.000600851,0.000184701,0.000239306,2,509,266.6709035,0.001965758,-32.23431406,0.001965758,1,0,flare star,1,1.203,"81 dp, my flare star"
211,H1743,70793688,19109,T0,question_reducer,3,0,2,3.6.0,5,0,10,0.5,0.3,0.2,0,0,0.5,15976,19109,100068,"{""LC"":""1975_ra266.761_dec-32.828_H1743TraPDB_anderssonLC.png"",""RA"":""266.760845396175"",""Dec"":""-32.8280947894857"",""Image"":""1975_ra266.761_dec-32.828_H1743TraPDB_anderssonImage.png"",""runcat"":""1975"",""date_obs"":""2018-10-27T12:09:06.800"",""medianFlux(mJy)"":""0.7833806650825424""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/8e495e22-f4ff-44e2-980e-b94ea3e3f77a.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/ca20deb5-7ba8-4c68-a7c9-61857ff7a71f.png""}",10,2022-02-18 15:33:09 UTC,classification_count,2021-12-03 16:45:29 UTC,2021-12-03 16:45:29 UTC,1975_ra266.761_dec-32.828_H1743TraPDB_anderssonLC.png,266.7608454,-32.82809479,1975_ra266.761_dec-32.828_H1743TraPDB_anderssonImage.png,1975,2018-10-27T12:09:06.800,0.783380665,https://panoptes-uploads.zooniverse.org/subject_location/8e495e22-f4ff-44e2-980e-b94ea3e3f77a.png,https://panoptes-uploads.zooniverse.org/subject_location/ca20deb5-7ba8-4c68-a7c9-61857ff7a71f.png,1.558054959,0.121042922,0.001003087,0.000783381,0.000817985,10,N,266.7607798,0.00087921,-32.82828615,0.00087921,1,0,marginal,1,1.816,"8dp, faint in i/z. bit far"
218,H1743,70793773,19109,T0,question_reducer,5,0,1,3.6.0,4,0,10,0.4,0.5,0.1,0,0,0.4,15976,19109,100068,"{""LC"":""2038_ra266.127_dec-32.060_H1743TraPDB_anderssonLC.png"",""RA"":""266.127128992891"",""Dec"":""-32.0604522791495"",""Image"":""2038_ra266.127_dec-32.060_H1743TraPDB_anderssonImage.png"",""runcat"":""2038"",""date_obs"":""2018-09-28T17:03:41.600"",""medianFlux(mJy)"":""0.9762249125148095""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/eb8583e4-3989-495c-946a-21e6d658c6a0.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/a56347a9-9df3-402a-aabc-b30f789f4207.png""}",10,2022-02-17 16:49:21 UTC,classification_count,2021-12-03 16:45:54 UTC,2021-12-03 16:45:54 UTC,2038_ra266.127_dec-32.060_H1743TraPDB_anderssonLC.png,266.127129,-32.06045228,2038_ra266.127_dec-32.060_H1743TraPDB_anderssonImage.png,2038,2018-09-28T17:03:41.600,0.976224913,https://panoptes-uploads.zooniverse.org/subject_location/eb8583e4-3989-495c-946a-21e6d658c6a0.png,https://panoptes-uploads.zooniverse.org/subject_location/a56347a9-9df3-402a-aabc-b30f789f4207.png,6.720115703,0.232900325,0.001241426,0.000976225,0.000932591,10,N,266.1267447,0.000879174,-32.06037954,0.000879174,1,0,,0,0,
226,J1858,70793847,19109,T0,question_reducer,3,0,2,3.6.0,5,0,10,0.5,0.3,0.2,0,0,0.5,15976,19109,100069,"{""LC"":""1674_ra284.523_dec-9.106_J1858TraPDB_anderssonLC.png"",""RA"":""284.523183865536"",""Dec"":""-9.10585427973641"",""Image"":""1674_ra284.523_dec-9.106_J1858TraPDB_anderssonImage.png"",""runcat"":""1674"",""date_obs"":""2019-08-05T18:30:43.600"",""medianFlux(mJy)"":""2.07585312887584""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/966db7d0-11b5-4949-b485-b992756b08ce.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/8118b866-5bb4-43d3-9383-a58043b06ac5.png""}",10,2022-02-27 14:30:45 UTC,classification_count,2021-12-03 16:47:25 UTC,2021-12-03 16:47:25 UTC,1674_ra284.523_dec-9.106_J1858TraPDB_anderssonLC.png,284.5231839,-9.10585428,1674_ra284.523_dec-9.106_J1858TraPDB_anderssonImage.png,1674,2019-08-05T18:30:43.600,2.075853129,https://panoptes-uploads.zooniverse.org/subject_location/966db7d0-11b5-4949-b485-b992756b08ce.png,https://panoptes-uploads.zooniverse.org/subject_location/8118b866-5bb4-43d3-9383-a58043b06ac5.png,8.851378624,0.050727983,0.002402374,0.002075853,0.00209751,25,N,284.5231476,0.000555566,-9.10580138,0.000555566,1,0,,0,0,
228,J1858,70793894,19109,T0,question_reducer,1,1,2,3.6.0,6,0,10,0.6,0.1,0.2,0.1,0,0.7,15976,19109,100069,"{""LC"":""1675_ra284.524_dec-7.907_J1858TraPDB_anderssonLC.png"",""RA"":""284.524405653476"",""Dec"":""-7.90676933685614"",""Image"":""1675_ra284.524_dec-7.907_J1858TraPDB_anderssonImage.png"",""runcat"":""1675"",""date_obs"":""2019-08-05T18:30:43.600"",""medianFlux(mJy)"":""3.32379064417446""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/41ebb3c3-c5c1-4761-b3e4-3dd053a1d2c8.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/d75bf0c1-8fb9-410a-bc3d-8ad5b72e62a7.png""}",10,2022-02-28 20:58:31 UTC,classification_count,2021-12-03 16:47:40 UTC,2021-12-03 16:47:40 UTC,1675_ra284.524_dec-7.907_J1858TraPDB_anderssonLC.png,284.5244057,-7.906769337,1675_ra284.524_dec-7.907_J1858TraPDB_anderssonImage.png,1675,2019-08-05T18:30:43.600,3.323790644,https://panoptes-uploads.zooniverse.org/subject_location/41ebb3c3-c5c1-4761-b3e4-3dd053a1d2c8.png,https://panoptes-uploads.zooniverse.org/subject_location/d75bf0c1-8fb9-410a-bc3d-8ad5b72e62a7.png,6.433854534,0.030180639,0.003509152,0.003323791,0.003308654,25,N,284.5244015,0.000555562,-7.906791536,0.000555562,1,0,,0,0,
231,J1858,70793933,19109,T0,question_reducer,2,1,0,3.6.0,6,0,9,0.666666667,0.222222222,0,0.111111111,0,0.777777778,15976,19109,100069,"{""LC"":""2007_ra284.260_dec-8.211_J1858TraPDB_anderssonLC.png"",""RA"":""284.260366157063"",""Dec"":""-8.21104674278967"",""Image"":""2007_ra284.260_dec-8.211_J1858TraPDB_anderssonImage.png"",""runcat"":""2007"",""date_obs"":""2019-08-05T18:30:43.600"",""medianFlux(mJy)"":""2.43586216273839""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/8f0c13b0-781e-4d1e-922c-b9bdf8e7b89d.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/60d8d9d0-c13a-4779-b297-27eba86466cd.png""}",10,2022-01-18 19:00:08 UTC,classification_count,2021-12-03 16:47:51 UTC,2021-12-03 16:47:51 UTC,2007_ra284.260_dec-8.211_J1858TraPDB_anderssonLC.png,284.2603662,-8.211046743,2007_ra284.260_dec-8.211_J1858TraPDB_anderssonImage.png,2007,2019-08-05T18:30:43.600,2.435862163,https://panoptes-uploads.zooniverse.org/subject_location/8f0c13b0-781e-4d1e-922c-b9bdf8e7b89d.png,https://panoptes-uploads.zooniverse.org/subject_location/60d8d9d0-c13a-4779-b297-27eba86466cd.png,8.074033217,0.042355077,0.00277309,0.002435862,0.002464852,25,N,284.2603861,0.000555563,-8.211017118,0.000555563,1,0,,1,1.298,"52dp, fainter than mag 18"
236,J1858,70794074,19109,T0,question_reducer,1,2,1,3.6.0,6,0,10,0.6,0.1,0.1,0.2,0,0.8,15976,19109,100069,"{""LC"":""1917_ra285.144_dec-8.774_J1858TraPDB_anderssonLC.png"",""RA"":""285.144368149738"",""Dec"":""-8.77412536230856"",""Image"":""1917_ra285.144_dec-8.774_J1858TraPDB_anderssonImage.png"",""runcat"":""1917"",""date_obs"":""2019-08-05T18:30:43.600"",""medianFlux(mJy)"":""0.818177225243132""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/b67afddb-5bb5-4672-98bb-2de147d385c4.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/3b68ab5e-5d19-4381-8487-3355dd48e6a0.png""}",10,2022-02-14 02:13:49 UTC,classification_count,2021-12-03 16:48:31 UTC,2021-12-03 16:48:31 UTC,1917_ra285.144_dec-8.774_J1858TraPDB_anderssonLC.png,285.1443681,-8.774125362,1917_ra285.144_dec-8.774_J1858TraPDB_anderssonImage.png,1917,2019-08-05T18:30:43.600,0.818177225,https://panoptes-uploads.zooniverse.org/subject_location/b67afddb-5bb5-4672-98bb-2de147d385c4.png,https://panoptes-uploads.zooniverse.org/subject_location/3b68ab5e-5d19-4381-8487-3355dd48e6a0.png,9.211125543,0.107485819,0.001022117,0.000818177,0.000851713,25,N,285.1443034,0.000555613,-8.77413602,0.000555613,1,0,,0,0,
238,J1858,70794096,19109,T0,question_reducer,4,0,1,3.6.0,4,1,10,0.4,0.4,0.1,0,0.1,0.4,15976,19109,100069,"{""LC"":""1536_ra283.910_dec-8.295_J1858TraPDB_anderssonLC.png"",""RA"":""283.910215522365"",""Dec"":""-8.29521925406022"",""Image"":""1536_ra283.910_dec-8.295_J1858TraPDB_anderssonImage.png"",""runcat"":""1536"",""date_obs"":""2019-08-05T18:30:43.600"",""medianFlux(mJy)"":""0.900203319125571""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/4733c38f-a817-46b0-8672-7c806c598524.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/b3dea70d-454f-49ea-943f-f2f6c9822717.png""}",10,2022-02-06 23:03:28 UTC,classification_count,2021-12-03 16:48:37 UTC,2021-12-03 16:48:37 UTC,1536_ra283.910_dec-8.295_J1858TraPDB_anderssonLC.png,283.9102155,-8.295219254,1536_ra283.910_dec-8.295_J1858TraPDB_anderssonImage.png,1536,2019-08-05T18:30:43.600,0.900203319,https://panoptes-uploads.zooniverse.org/subject_location/4733c38f-a817-46b0-8672-7c806c598524.png,https://panoptes-uploads.zooniverse.org/subject_location/b3dea70d-454f-49ea-943f-f2f6c9822717.png,4.2008335,0.078014408,0.001038791,0.000900203,0.000897738,25,N,283.9102658,0.000555617,-8.295157115,0.000555617,1,0,possible,0,0,
240,J1858,70794108,19109,T0,question_reducer,0,3,0,3.6.0,7,0,10,0.7,0,0,0.3,0,1,15976,19109,100069,"{""LC"":""1679_ra284.531_dec-8.706_J1858TraPDB_anderssonLC.png"",""RA"":""284.531406602407"",""Dec"":""-8.70647450233557"",""Image"":""1679_ra284.531_dec-8.706_J1858TraPDB_anderssonImage.png"",""runcat"":""1679"",""date_obs"":""2019-08-05T18:30:43.600"",""medianFlux(mJy)"":""3.1036391414168003""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/b91c2729-cf00-4cea-9041-b196f37d6c2c.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/31ea35c5-5ab4-412e-84c4-2cc6ddc810ae.png""}",10,2022-01-12 18:54:39 UTC,classification_count,2021-12-03 16:48:40 UTC,2021-12-03 16:48:40 UTC,1679_ra284.531_dec-8.706_J1858TraPDB_anderssonLC.png,284.5314066,-8.706474502,1679_ra284.531_dec-8.706_J1858TraPDB_anderssonImage.png,1679,2019-08-05T18:30:43.600,3.103639141,https://panoptes-uploads.zooniverse.org/subject_location/b91c2729-cf00-4cea-9041-b196f37d6c2c.png,https://panoptes-uploads.zooniverse.org/subject_location/31ea35c5-5ab4-412e-84c4-2cc6ddc810ae.png,14.85524874,0.041703792,0.003429,0.003103639,0.003135817,25,N,284.5313737,0.000555561,-8.706428644,0.000555561,1,0,,0,0,
241,J1858,70794119,19109,T0,question_reducer,5,0,1,3.6.0,4,0,10,0.4,0.5,0.1,0,0,0.4,15976,19109,100069,"{""LC"":""1649_ra284.483_dec-8.148_J1858TraPDB_anderssonLC.png"",""RA"":""284.483333390066"",""Dec"":""-8.14793467798046"",""Image"":""1649_ra284.483_dec-8.148_J1858TraPDB_anderssonImage.png"",""runcat"":""1649"",""date_obs"":""2019-08-05T18:30:43.600"",""medianFlux(mJy)"":""5.5794769573706""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/dad5d776-f03d-48e1-9503-05d11d52459b.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/9da33ed1-f12d-45fa-9765-98815c459e15.png""}",10,2022-02-06 20:00:02 UTC,classification_count,2021-12-03 16:48:44 UTC,2021-12-03 16:48:44 UTC,1649_ra284.483_dec-8.148_J1858TraPDB_anderssonLC.png,284.4833334,-8.147934678,1649_ra284.483_dec-8.148_J1858TraPDB_anderssonImage.png,1649,2019-08-05T18:30:43.600,5.579476957,https://panoptes-uploads.zooniverse.org/subject_location/dad5d776-f03d-48e1-9503-05d11d52459b.png,https://panoptes-uploads.zooniverse.org/subject_location/9da33ed1-f12d-45fa-9765-98815c459e15.png,16.9183456,0.024936489,0.005842785,0.005579477,0.005558812,25,N,284.4833322,0.000555558,-8.147916928,0.000555558,1,0,maybe,0,0,
244,J1858,70794176,19109,T0,question_reducer,6,0,0,3.6.0,4,0,10,0.4,0.6,0,0,0,0.4,15976,19109,100069,"{""LC"":""1763_ra284.696_dec-7.772_J1858TraPDB_anderssonLC.png"",""RA"":""284.696331741123"",""Dec"":""-7.77201967904819"",""Image"":""1763_ra284.696_dec-7.772_J1858TraPDB_anderssonImage.png"",""runcat"":""1763"",""date_obs"":""2019-08-05T18:30:43.600"",""medianFlux(mJy)"":""0.606304540139634""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/87740a84-2446-4942-bb39-9f75c5839c7d.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/6fbf0170-23ce-4b66-8a2b-631ba862eb5f.png""}",10,2022-01-29 14:01:54 UTC,classification_count,2021-12-03 16:49:02 UTC,2021-12-03 16:49:02 UTC,1763_ra284.696_dec-7.772_J1858TraPDB_anderssonLC.png,284.6963317,-7.772019679,1763_ra284.696_dec-7.772_J1858TraPDB_anderssonImage.png,1763,2019-08-05T18:30:43.600,0.60630454,https://panoptes-uploads.zooniverse.org/subject_location/87740a84-2446-4942-bb39-9f75c5839c7d.png,https://panoptes-uploads.zooniverse.org/subject_location/6fbf0170-23ce-4b66-8a2b-631ba862eb5f.png,0.968476498,0.065643208,0.000689163,0.000606305,0.00061055,25,N,284.6963234,0.000555712,-7.772040103,0.000555712,1,0,maybe,0,0,
250,J1858,70794327,19109,T0,question_reducer,2,0,1,3.6.0,6,1,10,0.6,0.2,0.1,0,0.1,0.6,15976,19109,100069,"{""LC"":""1610_ra284.412_dec-7.658_J1858TraPDB_anderssonLC.png"",""RA"":""284.412441747487"",""Dec"":""-7.65823415481147"",""Image"":""1610_ra284.412_dec-7.658_J1858TraPDB_anderssonImage.png"",""runcat"":""1610"",""date_obs"":""2019-08-05T18:30:43.600"",""medianFlux(mJy)"":""0.40536732972349604""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/f563c66c-d8d8-4c1d-b35b-23f7c7240bc3.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/4e2254bd-bfcf-4981-b8b1-59ca2a86066f.png""}",10,2022-02-14 02:27:33 UTC,classification_count,2021-12-03 16:49:56 UTC,2021-12-03 16:49:56 UTC,1610_ra284.412_dec-7.658_J1858TraPDB_anderssonLC.png,284.4124417,-7.658234155,1610_ra284.412_dec-7.658_J1858TraPDB_anderssonImage.png,1610,2019-08-05T18:30:43.600,0.40536733,https://panoptes-uploads.zooniverse.org/subject_location/f563c66c-d8d8-4c1d-b35b-23f7c7240bc3.png,https://panoptes-uploads.zooniverse.org/subject_location/4e2254bd-bfcf-4981-b8b1-59ca2a86066f.png,1.138302372,0.079721966,0.000479467,0.000405367,0.000397498,25,N,284.4124883,0.000555851,-7.658228875,0.000555851,1,0,,0,0,
255,J1858,70794440,19109,T0,question_reducer,5,0,1,3.6.0,4,0,10,0.4,0.5,0.1,0,0,0.4,15976,19109,100069,"{""LC"":""2067_ra284.789_dec-8.391_J1858TraPDB_anderssonLC.png"",""RA"":""284.789124764123"",""Dec"":""-8.39104298119872"",""Image"":""2067_ra284.789_dec-8.391_J1858TraPDB_anderssonImage.png"",""runcat"":""2067"",""date_obs"":""2019-08-05T18:30:43.600"",""medianFlux(mJy)"":""0.320733598362664""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/ac877cda-fe9a-4ebf-9189-a1067184b067.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/15af7abb-fcec-4e76-90be-dbdbdce6f790.png""}",10,2022-02-20 04:36:25 UTC,classification_count,2021-12-03 16:50:25 UTC,2021-12-03 16:50:25 UTC,2067_ra284.789_dec-8.391_J1858TraPDB_anderssonLC.png,284.7891248,-8.391042981,2067_ra284.789_dec-8.391_J1858TraPDB_anderssonImage.png,2067,2019-08-05T18:30:43.600,0.320733598,https://panoptes-uploads.zooniverse.org/subject_location/ac877cda-fe9a-4ebf-9189-a1067184b067.png,https://panoptes-uploads.zooniverse.org/subject_location/15af7abb-fcec-4e76-90be-dbdbdce6f790.png,0.728801973,0.105050021,0.000362213,0.000320734,0.000315446,25,N,284.7890531,0.000556113,-8.39102865,0.000556113,1,0,,0,0,
262,J1858,70794613,19109,T0,question_reducer,3,0,2,3.6.0,5,0,10,0.5,0.3,0.2,0,0,0.5,15976,19109,100069,"{""LC"":""1937_ra285.194_dec-8.346_J1858TraPDB_anderssonLC.png"",""RA"":""285.194047498572"",""Dec"":""-8.34626814523941"",""Image"":""1937_ra285.194_dec-8.346_J1858TraPDB_anderssonImage.png"",""runcat"":""1937"",""date_obs"":""2019-08-05T18:30:43.600"",""medianFlux(mJy)"":""1.54744307754604""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/c7ff88c7-f880-408d-90c1-368c1c88e7fe.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/91aa4390-aaa5-40fd-9374-cdc60eb4a0a8.png""}",10,2022-02-23 14:33:46 UTC,classification_count,2021-12-03 16:51:09 UTC,2021-12-03 16:51:09 UTC,1937_ra285.194_dec-8.346_J1858TraPDB_anderssonLC.png,285.1940475,-8.346268145,1937_ra285.194_dec-8.346_J1858TraPDB_anderssonImage.png,1937,2019-08-05T18:30:43.600,1.547443078,https://panoptes-uploads.zooniverse.org/subject_location/c7ff88c7-f880-408d-90c1-368c1c88e7fe.png,https://panoptes-uploads.zooniverse.org/subject_location/91aa4390-aaa5-40fd-9374-cdc60eb4a0a8.png,5.458010826,0.051518587,0.001629021,0.001547443,0.001503849,25,N,285.1939781,0.000555578,-8.346319213,0.000555578,1,0,,0,0,
266,J1858,70794684,19109,T0,question_reducer,1,1,1,3.6.0,7,0,10,0.7,0.1,0.1,0.1,0,0.8,15976,19109,100069,"{""LC"":""1707_ra284.574_dec-8.078_J1858TraPDB_anderssonLC.png"",""RA"":""284.574482466189"",""Dec"":""-8.07800204721062"",""Image"":""1707_ra284.574_dec-8.078_J1858TraPDB_anderssonImage.png"",""runcat"":""1707"",""date_obs"":""2019-08-05T18:30:43.600"",""medianFlux(mJy)"":""3.3088608690262196""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/92724675-f3a0-4763-8f01-94422f6c9b6e.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/7a55c91c-3f7c-4da7-ba61-20ffa3b1020b.png""}",10,2022-02-09 06:22:55 UTC,classification_count,2021-12-03 16:51:25 UTC,2021-12-03 16:51:25 UTC,1707_ra284.574_dec-8.078_J1858TraPDB_anderssonLC.png,284.5744825,-8.078002047,1707_ra284.574_dec-8.078_J1858TraPDB_anderssonImage.png,1707,2019-08-05T18:30:43.600,3.308860869,https://panoptes-uploads.zooniverse.org/subject_location/92724675-f3a0-4763-8f01-94422f6c9b6e.png,https://panoptes-uploads.zooniverse.org/subject_location/7a55c91c-3f7c-4da7-ba61-20ffa3b1020b.png,30.66450442,0.046968949,0.003771837,0.003308861,0.00331032,25,N,284.5744797,0.000555561,-8.078002294,0.000555561,1,0,,0,0,
267,J1858,70794685,19109,T0,question_reducer,0,1,2,3.6.0,7,0,10,0.7,0,0.2,0.1,0,0.8,15976,19109,100069,"{""LC"":""1792_ra284.858_dec-7.609_J1858TraPDB_anderssonLC.png"",""RA"":""284.85836350977996"",""Dec"":""-7.608731826592339"",""Image"":""1792_ra284.858_dec-7.609_J1858TraPDB_anderssonImage.png"",""runcat"":""1792"",""date_obs"":""2019-08-05T18:30:43.600"",""medianFlux(mJy)"":""1.0528176069368302""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/096d565f-cb7f-4da6-b4a7-b6deca197815.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/07ddf1d1-0db5-4ea8-b07c-85f475171021.png""}",10,2022-02-06 21:47:28 UTC,classification_count,2021-12-03 16:51:25 UTC,2021-12-03 16:51:25 UTC,1792_ra284.858_dec-7.609_J1858TraPDB_anderssonLC.png,284.8583635,-7.608731827,1792_ra284.858_dec-7.609_J1858TraPDB_anderssonImage.png,1792,2019-08-05T18:30:43.600,1.052817607,https://panoptes-uploads.zooniverse.org/subject_location/096d565f-cb7f-4da6-b4a7-b6deca197815.png,https://panoptes-uploads.zooniverse.org/subject_location/07ddf1d1-0db5-4ea8-b07c-85f475171021.png,55.47726571,0.231169311,0.00165526,0.001052818,0.001188889,25,N,284.858355,0.000555592,-7.608800978,0.000555592,1,0,we have spectrum,0,0,does have optical x-match! A galaxy
272,J1858,70794791,19109,T0,question_reducer,0,1,0,3.6.0,9,0,10,0.9,0,0,0.1,0,1,15976,19109,100069,"{""LC"":""1737_ra284.623_dec-8.379_J1858TraPDB_anderssonLC.png"",""RA"":""284.622580553521"",""Dec"":""-8.37896474433076"",""Image"":""1737_ra284.623_dec-8.379_J1858TraPDB_anderssonImage.png"",""runcat"":""1737"",""date_obs"":""2019-08-05T18:30:43.600"",""medianFlux(mJy)"":""2.32668571597759""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/b00e0ff2-d13c-462d-b9d9-46d9ecf594f1.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/eca4566f-42d3-4e94-9a6f-5f288e8075f4.png""}",10,2022-02-16 13:25:33 UTC,classification_count,2021-12-03 16:51:49 UTC,2021-12-03 16:51:49 UTC,1737_ra284.623_dec-8.379_J1858TraPDB_anderssonLC.png,284.6225806,-8.378964744,1737_ra284.623_dec-8.379_J1858TraPDB_anderssonImage.png,1737,2019-08-05T18:30:43.600,2.326685716,https://panoptes-uploads.zooniverse.org/subject_location/b00e0ff2-d13c-462d-b9d9-46d9ecf594f1.png,https://panoptes-uploads.zooniverse.org/subject_location/eca4566f-42d3-4e94-9a6f-5f288e8075f4.png,21.82021205,0.054706832,0.002661482,0.002326686,0.002338552,25,N,284.6225653,0.000555565,-8.378950244,0.000555565,1,0,,0,0,
